v/(nD)	v/(ΩR)	Ct	Cp	Cs	Tc	Pc	η	η*	stalled	v	rpm	Power	Thrust	Torque
4.200	1.337	0.196418	1.337200	3.962872	0.028355	0.045961	61.69	96.78	47.00	395.07	2200	8.943	13.966	38.820
4.300	1.369	0.200058	1.367412	4.039137	0.027552	0.043796	62.91	96.76	40.00	404.48	2200	9.145	14.224	39.697
4.400	1.401	0.206378	1.399177	4.114131	0.027146	0.041827	64.90	96.69	9.00	413.88	2200	9.358	14.674	40.619
4.500	1.432	0.210927	1.437089	4.185196	0.026525	0.040159	66.05	96.64	0.00	423.29	2200	9.611	14.997	41.719
4.600	1.464	0.214426	1.474932	4.256018	0.025805	0.038587	66.87	96.61	0.00	432.70	2200	9.865	15.246	42.818
4.700	1.496	0.217558	1.511716	4.327169	0.025080	0.037078	67.64	96.59	0.00	442.10	2200	10.111	15.469	43.886
4.800	1.528	0.220357	1.547514	4.398599	0.024355	0.035633	68.35	96.57	0.00	451.51	2200	10.350	15.668	44.925
4.900	1.560	0.222845	1.582372	4.470276	0.023635	0.034250	69.01	96.56	0.00	460.92	2200	10.583	15.845	45.937
5.000	1.592	0.224967	1.615910	4.542413	0.022915	0.032919	69.61	96.55	0.00	470.32	2200	10.807	15.996	46.911
5.100	1.623	0.226691	1.647661	4.615264	0.022194	0.031630	70.17	96.54	0.00	479.73	2200	11.020	16.118	47.832
5.200	1.655	0.228189	1.678648	4.688257	0.021490	0.030401	70.69	96.54	0.00	489.14	2200	11.227	16.225	48.732
5.300	1.687	0.229487	1.708961	4.761343	0.020804	0.029231	71.17	96.54	0.00	498.54	2200	11.430	16.317	49.612
5.400	1.719	0.230598	1.738700	4.834469	0.020138	0.028118	71.62	96.54	0.00	507.95	2200	11.629	16.396	50.475
5.500	1.751	0.231538	1.767890	4.907628	0.019491	0.027059	72.03	96.54	0.00	517.36	2200	11.824	16.463	51.323
5.600	1.783	0.232259	1.796334	4.980932	0.018860	0.026047	72.41	96.55	0.00	526.76	2200	12.014	16.514	52.148
5.700	1.814	0.232631	1.822944	5.054989	0.018233	0.025066	72.74	96.56	0.00	536.17	2200	12.192	16.540	52.921
5.800	1.846	0.232879	1.849178	5.128995	0.017628	0.024134	73.04	96.57	0.00	545.58	2200	12.368	16.558	53.683
5.900	1.878	0.233000	1.875132	5.202902	0.017045	0.023250	73.31	96.58	0.00	554.98	2200	12.541	16.567	54.436
6.000	1.910	0.232997	1.900839	5.276698	0.016481	0.022409	73.55	96.60	0.00	564.39	2200	12.713	16.566	55.182
6.100	1.942	0.232871	1.926375	5.350344	0.015937	0.021612	73.74	96.61	0.00	573.79	2200	12.884	16.557	55.924
6.200	1.974	0.232587	1.951724	5.423854	0.015408	0.020854	73.89	96.63	0.00	583.20	2200	13.053	16.537	56.659
6.300	2.005	0.231471	1.972221	5.499832	0.014851	0.020085	73.94	96.66	0.00	592.61	2200	13.190	16.458	57.255
6.400	2.037	0.228829	1.982435	5.581362	0.014226	0.019257	73.87	96.71	0.00	602.01	2200	13.259	16.270	57.551
6.420	2.044	0.228189	1.983668	5.598108	0.014098	0.019090	73.85	96.72	0.00	603.90	2200	13.267	16.225	57.587
6.440	2.050	0.227545	1.984884	5.614859	0.013971	0.018924	73.83	96.73	0.00	605.78	2200	13.275	16.179	57.622
6.460	2.056	0.226901	1.986083	5.631616	0.013846	0.018760	73.80	96.74	0.00	607.66	2200	13.283	16.133	57.657
6.480	2.063	0.226249	1.987243	5.648392	0.013721	0.018598	73.78	96.75	0.00	609.54	2200	13.291	16.087	57.691
6.500	2.069	0.225473	1.987470	5.665696	0.013590	0.018429	73.74	96.76	0.00	611.42	2200	13.292	16.032	57.697
6.520	2.075	0.224690	1.987592	5.683059	0.013459	0.018261	73.71	96.78	0.00	613.30	2200	13.293	15.976	57.701
6.540	2.082	0.223904	1.987676	5.700443	0.013331	0.018095	73.67	96.79	0.00	615.18	2200	13.294	15.920	57.703
6.560	2.088	0.223119	1.987736	5.717841	0.013203	0.017930	73.63	96.80	0.00	617.06	2200	13.294	15.864	57.705
6.580	2.094	0.222333	1.987767	5.735256	0.013077	0.017768	73.60	96.82	0.00	618.95	2200	13.294	15.808	57.706
6.600	2.101	0.221544	1.987764	5.752690	0.012951	0.017607	73.56	96.83	0.00	620.83	2200	13.294	15.752	57.706
6.620	2.107	0.220752	1.987722	5.770147	0.012827	0.017447	73.52	96.84	0.00	622.71	2200	13.294	15.696	57.705
6.640	2.114	0.219965	1.987658	5.787616	0.012705	0.017289	73.48	96.86	0.00	624.59	2200	13.294	15.640	57.703
6.660	2.120	0.219172	1.987556	5.805109	0.012583	0.017133	73.44	96.87	0.00	626.47	2200	13.293	15.583	57.700
6.680	2.126	0.218378	1.987419	5.822622	0.012462	0.016979	73.40	96.88	0.00	628.35	2200	13.292	15.527	57.696
6.700	2.133	0.217582	1.987254	5.840152	0.012343	0.016826	73.36	96.89	0.00	630.23	2200	13.291	15.470	57.691
6.720	2.139	0.216787	1.987063	5.857697	0.012225	0.016674	73.31	96.91	0.00	632.11	2200	13.290	15.414	57.685
6.740	2.145	0.215991	1.986827	5.875271	0.012108	0.016524	73.27	96.92	0.00	634.00	2200	13.288	15.357	57.679
6.760	2.152	0.215195	1.986575	5.892854	0.011992	0.016376	73.23	96.93	0.00	635.88	2200	13.286	15.301	57.671
6.780	2.158	0.214398	1.986281	5.910464	0.011877	0.016229	73.18	96.95	0.00	637.76	2200	13.285	15.244	57.663
6.800	2.165	0.213596	1.985956	5.928093	0.011763	0.016084	73.14	96.96	0.00	639.64	2200	13.282	15.187	57.653
6.820	2.171	0.212794	1.985599	5.945742	0.011650	0.015940	73.09	96.97	0.00	641.52	2200	13.280	15.130	57.643
6.840	2.177	0.211992	1.985215	5.963409	0.011538	0.015797	73.04	96.99	0.00	643.40	2200	13.277	15.073	57.632
6.860	2.184	0.211190	1.984795	5.981099	0.011428	0.015656	72.99	97.00	0.00	645.28	2200	13.275	15.016	57.620
6.880	2.190	0.210386	1.984349	5.998806	0.011318	0.015516	72.94	97.01	0.00	647.16	2200	13.272	14.959	57.607
6.900	2.196	0.209579	1.983863	6.016539	0.011210	0.015378	72.89	97.03	0.00	649.05	2200	13.268	14.901	57.592
6.920	2.203	0.208771	1.983345	6.034294	0.011102	0.015241	72.84	97.04	0.00	650.93	2200	13.265	14.844	57.577
6.940	2.209	0.207962	1.982795	6.052070	0.010995	0.015106	72.79	97.05	0.00	652.81	2200	13.261	14.786	57.561
6.960	2.215	0.207152	1.982212	6.069868	0.010890	0.014971	72.74	97.06	0.00	654.69	2200	13.257	14.729	57.545
6.980	2.222	0.206344	1.981589	6.087692	0.010785	0.014838	72.68	97.08	0.00	656.57	2200	13.253	14.671	57.526
7.000	2.228	0.205535	1.980929	6.105543	0.010681	0.014707	72.63	97.09	0.00	658.45	2200	13.249	14.614	57.507
7.020	2.235	0.204725	1.980260	6.123400	0.010579	0.014576	72.57	97.10	0.00	660.33	2200	13.244	14.556	57.488
7.040	2.241	0.203910	1.979548	6.141288	0.010477	0.014447	72.52	97.12	0.00	662.22	2200	13.239	14.498	57.467
7.060	2.247	0.203099	1.978802	6.159199	0.010376	0.014320	72.46	97.13	0.00	664.10	2200	13.235	14.441	57.446
7.080	2.254	0.202282	1.978025	6.177132	0.010276	0.014193	72.40	97.14	0.00	665.98	2200	13.229	14.383	57.423
7.100	2.260	0.201465	1.977214	6.195090	0.010177	0.014068	72.34	97.15	0.00	667.86	2200	13.224	14.324	57.399
7.120	2.266	0.200646	1.976373	6.213070	0.010079	0.013943	72.28	97.17	0.00	669.74	2200	13.218	14.266	57.375
