v/(nD)	v/(ΩR)	Ct	Cp	Cs	Tc	Pc	η	η*	stalled	v	rpm	Power	Thrust	Torque
0.320	0.102	-0.004600	0.001701	1.145529	-0.114389	0.132193	0.00	99.99	60.00	30.10	2200	11.38	-0.327	0.0494
0.340	0.108	-0.005422	0.001819	1.200916	-0.119433	0.117852	0.00	99.99	60.00	31.98	2200	12.17	-0.385	0.0528
0.360	0.115	-0.006236	0.001920	1.257852	-0.122537	0.104809	0.00	99.99	60.00	33.86	2200	12.84	-0.443	0.0557
0.380	0.121	-0.008917	0.002963	1.217439	-0.157247	0.137490	0.00	99.99	64.00	35.74	2200	19.81	-0.634	0.0860
0.400	0.127	-0.010173	0.003094	1.270459	-0.161911	0.123100	0.00	99.99	64.00	37.63	2200	20.69	-0.723	0.0898
0.420	0.134	-0.013976	0.004469	1.239414	-0.201757	0.153588	0.00	99.99	68.00	39.51	2200	29.89	-0.994	0.1297
0.440	0.140	-0.015719	0.004688	1.286058	-0.206763	0.140134	0.00	99.99	68.00	41.39	2200	31.35	-1.118	0.1361
0.460	0.146	-0.020995	0.006441	1.261714	-0.252661	0.168520	0.00	99.99	73.00	43.27	2200	43.08	-1.493	0.1870
0.480	0.153	-0.023223	0.006770	1.303554	-0.256665	0.155875	0.00	99.99	73.00	45.15	2200	45.28	-1.651	0.1965
0.500	0.159	-0.030209	0.008905	1.285427	-0.307707	0.181402	0.00	99.99	78.00	47.03	2200	59.56	-2.148	0.2585
0.520	0.166	-0.038317	0.011278	1.275139	-0.360844	0.204249	0.00	99.99	84.00	48.91	2200	75.43	-2.724	0.3274
0.540	0.172	-0.041203	0.011911	1.309788	-0.359816	0.192629	0.00	99.99	84.00	50.79	2200	79.67	-2.930	0.3458
0.560	0.178	-0.051262	0.014895	1.298914	-0.416258	0.215980	0.00	99.99	90.00	52.68	2200	99.62	-3.645	0.4324
0.580	0.185	-0.059941	0.018012	1.295134	-0.453742	0.235083	0.00	99.99	97.00	54.56	2200	120.47	-4.262	0.5229
0.600	0.191	-0.066143	0.020147	1.310113	-0.467868	0.237519	0.00	99.99	97.00	56.44	2200	134.75	-4.703	0.5849
0.620	0.197	-0.079887	0.026339	1.283137	-0.529218	0.281422	0.00	99.99	97.00	58.32	2200	176.16	-5.680	0.7646
0.640	0.204	-0.083288	0.028105	1.307444	-0.517802	0.273014	0.00	99.99	97.00	60.20	2200	187.97	-5.922	0.8159
0.660	0.210	-0.099291	0.037360	1.273686	-0.580448	0.330915	0.00	99.99	97.00	62.08	2200	249.87	-7.060	1.0846
0.680	0.216	-0.116530	0.048993	1.243033	-0.641741	0.396775	0.00	99.99	97.00	63.96	2200	327.67	-8.285	1.4223
0.700	0.223	-0.120730	0.052329	1.262843	-0.627419	0.388499	0.00	99.99	97.00	65.85	2200	349.99	-8.584	1.5191
0.720	0.229	-0.139440	0.067594	1.234100	-0.684956	0.461162	0.00	99.99	97.00	67.73	2200	452.08	-9.914	1.9623
0.740	0.236	-0.156511	0.083210	1.216737	-0.727816	0.522902	0.00	99.99	97.00	69.61	2200	556.52	-11.128	2.4156
0.760	0.242	-0.161009	0.088082	1.235483	-0.709845	0.510957	0.00	99.99	97.00	71.49	2200	589.10	-11.448	2.5570
0.780	0.248	-0.164842	0.092126	1.256661	-0.689952	0.494356	0.00	99.99	97.00	73.37	2200	616.15	-11.721	2.6745
0.800	0.255	-0.168586	0.096100	1.278041	-0.670782	0.477964	0.00	99.99	97.00	75.25	2200	642.73	-11.987	2.7898
0.820	0.261	-0.172137	0.099980	1.299664	-0.651907	0.461756	0.00	99.99	97.00	77.13	2200	668.68	-12.239	2.9025
0.840	0.267	-0.175528	0.103811	1.321389	-0.633471	0.446010	0.00	99.99	97.00	79.01	2200	694.30	-12.480	3.0137
0.860	0.274	-0.178889	0.107726	1.342870	-0.615924	0.431288	0.00	99.99	97.00	80.90	2200	720.49	-12.719	3.1273
0.880	0.280	-0.182152	0.111507	1.364653	-0.598974	0.416671	0.00	99.99	97.00	82.78	2200	745.77	-12.951	3.2371
0.900	0.286	-0.185371	0.115256	1.386467	-0.582769	0.402604	0.00	99.99	97.00	84.66	2200	770.85	-13.180	3.3459
0.920	0.293	-0.188585	0.119106	1.407995	-0.567377	0.389502	0.00	99.99	97.00	86.54	2200	796.60	-13.409	3.4577
0.940	0.299	-0.191616	0.122795	1.429853	-0.552226	0.376477	0.00	99.99	97.00	88.42	2200	821.27	-13.624	3.5648
0.960	0.306	-0.194501	0.126359	1.451944	-0.537427	0.363691	0.00	99.99	97.00	90.30	2200	845.11	-13.829	3.6683
0.980	0.312	-0.196885	0.128966	1.476152	-0.522036	0.348928	0.00	99.99	97.00	92.18	2200	862.54	-13.999	3.7439
1.000	0.318	-0.198753	0.130089	1.503669	-0.506119	0.331268	0.00	99.99	97.00	94.06	2200	870.05	-14.132	3.7765
1.020	0.325	-0.200270	0.130321	1.533195	-0.490181	0.312718	0.00	99.99	97.00	95.95	2200	871.60	-14.240	3.7833
1.040	0.331	-0.201568	0.130002	1.564025	-0.474565	0.294299	0.00	99.99	97.00	97.83	2200	869.47	-14.332	3.7740
1.060	0.337	-0.202737	0.129450	1.595458	-0.459474	0.276773	0.00	99.99	97.00	99.71	2200	865.78	-14.415	3.7580
1.080	0.344	-0.203870	0.128994	1.626709	-0.445088	0.260758	0.00	99.99	97.00	101.59	2200	862.73	-14.495	3.7448
1.100	0.350	-0.205105	0.128554	1.657965	-0.431649	0.245951	0.00	99.99	97.00	103.47	2200	859.79	-14.583	3.7320
1.120	0.357	-0.206337	0.128191	1.689066	-0.418871	0.232351	0.00	99.99	97.00	105.35	2200	857.36	-14.671	3.7214
1.140	0.363	-0.207544	0.127918	1.719961	-0.406668	0.219866	0.00	99.99	97.00	107.23	2200	855.53	-14.757	3.7135
1.160	0.369	-0.208731	0.127735	1.750637	-0.395012	0.208389	0.00	99.99	97.00	109.12	2200	854.31	-14.841	3.7082
1.180	0.376	-0.209899	0.127642	1.781079	-0.383871	0.197828	0.00	99.99	97.00	111.00	2200	853.69	-14.924	3.7055
1.200	0.382	-0.211134	0.127585	1.811430	-0.373367	0.188016	0.00	99.99	97.00	112.88	2200	853.30	-15.012	3.7038
1.220	0.388	-0.212439	0.127559	1.841695	-0.363459	0.178884	0.00	99.99	97.00	114.76	2200	853.13	-15.105	3.7031
1.240	0.395	-0.213734	0.127617	1.871715	-0.353973	0.170445	0.00	99.99	97.00	116.64	2200	853.52	-15.197	3.7048
1.260	0.401	-0.215017	0.127760	1.901479	-0.344883	0.162639	0.00	99.99	97.00	118.52	2200	854.48	-15.288	3.7089
1.280	0.407	-0.216292	0.127987	1.930974	-0.336172	0.155410	0.00	99.99	97.00	120.40	2200	856.00	-15.379	3.7155
1.300	0.414	-0.217586	0.128282	1.960245	-0.327857	0.148688	0.00	99.99	97.00	122.28	2200	857.97	-15.471	3.7241
1.320	0.420	-0.219026	0.128550	1.989571	-0.320102	0.142328	0.00	99.99	97.00	124.17	2200	859.76	-15.573	3.7319
1.340	0.427	-0.220462	0.128897	2.018628	-0.312654	0.136417	0.00	99.99	97.00	126.05	2200	862.08	-15.675	3.7419
1.360	0.433	-0.221896	0.129322	2.047408	-0.305500	0.130917	0.00	99.99	97.00	127.93	2200	864.92	-15.777	3.7543
1.380	0.439	-0.223329	0.129825	2.075904	-0.298625	0.125795	0.00	99.99	97.00	129.81	2200	868.29	-15.879	3.7689
1.400	0.446	-0.224761	0.130407	2.104106	-0.292015	0.121020	0.00	99.99	97.00	131.69	2200	872.18	-15.981	3.7858
1.420	0.452	-0.226333	0.130959	2.132362	-0.285833	0.116469	0.00	99.99	97.00	133.57	2200	875.88	-16.093	3.8018
1.440	0.458	-0.227953	0.131550	2.160450	-0.279937	0.112187	0.00	99.99	97.00	135.45	2200	879.83	-16.208	3.8190
1.460	0.465	-0.229575	0.132212	2.188257	-0.274258	0.108182	0.00	99.99	97.00	137.33	2200	884.26	-16.323	3.8382
1.480	0.471	-0.231295	0.132870	2.216033	-0.268896	0.104372	0.00	99.99	97.00	139.22	2200	888.65	-16.445	3.8573
1.500	0.477	-0.233118	0.133519	2.243793	-0.263835	0.100742	0.00	99.99	97.00	141.10	2200	892.99	-16.575	3.8761
1.520	0.484	-0.235087	0.134118	2.271675	-0.259108	0.097251	0.00	99.99	97.00	142.98	2200	897.00	-16.715	3.8935
1.540	0.490	-0.237240	0.134635	2.299796	-0.254734	0.093872	0.00	99.99	97.00	144.86	2200	900.46	-16.868	3.9085
1.560	0.497	-0.239572	0.135068	2.328168	-0.250685	0.090598	0.00	99.99	97.00	146.74	2200	903.35	-17.034	3.9211
1.580	0.503	-0.242081	0.135416	2.356803	-0.246937	0.087425	0.00	99.99	97.00	148.62	2200	905.68	-17.212	3.9312
1.600	0.509	-0.244835	0.135621	2.385911	-0.243542	0.084316	0.00	99.99	97.00	150.50	2200	907.06	-17.408	3.9372
1.620	0.516	-0.247734	0.135758	2.415248	-0.240378	0.081313	0.00	99.99	97.00	152.38	2200	907.97	-17.614	3.9411
1.640	0.522	-0.250760	0.135832	2.444802	-0.237417	0.078417	0.00	99.99	97.00	154.27	2200	908.46	-17.829	3.9433
1.660	0.528	-0.253981	0.135791	2.474765	-0.234707	0.075594	0.00	99.99	97.00	156.15	2200	908.19	-18.058	3.9421
1.680	0.535	-0.257249	0.135741	2.504764	-0.232100	0.072899	0.00	99.99	97.00	158.03	2200	907.86	-18.291	3.9406
1.700	0.541	-0.260532	0.135703	2.534725	-0.229564	0.070337	0.00	99.99	97.00	159.91	2200	907.60	-18.524	3.9395
1.720	0.547	-0.263835	0.135677	2.564644	-0.227099	0.067899	0.00	99.99	97.00	161.79	2200	907.43	-18.759	3.9388
1.740	0.554	-0.267155	0.135663	2.594519	-0.224701	0.065577	0.00	99.99	97.00	163.67	2200	907.33	-18.995	3.9384
1.760	0.560	-0.270492	0.135661	2.624349	-0.222367	0.063366	0.00	99.99	97.00	165.55	2200	907.32	-19.232	3.9383
1.780	0.567	-0.273846	0.135672	2.654129	-0.220093	0.061259	0.00	99.99	97.00	167.44	2200	907.39	-19.471	3.9386
1.800	0.573	-0.277218	0.135695	2.683859	-0.217879	0.059250	0.00	99.99	97.00	169.32	2200	907.55	-19.711	3.9393
1.820	0.579	-0.280609	0.135731	2.713535	-0.215724	0.057333	0.00	99.99	97.00	171.20	2200	907.79	-19.952	3.9403
1.840	0.586	-0.284017	0.135780	2.743156	-0.213624	0.055504	0.00	99.99	97.00	173.08	2200	908.12	-20.194	3.9418
1.860	0.592	-0.287445	0.135843	2.772718	-0.211578	0.053757	0.00	99.99	97.00	174.96	2200	908.54	-20.438	3.9436
1.880	0.598	-0.290892	0.135918	2.802220	-0.209583	0.052089	0.00	99.99	97.00	176.84	2200	909.04	-20.683	3.9458
1.900	0.605	-0.294355	0.136008	2.831659	-0.207637	0.050494	0.00	99.99	97.00	178.72	2200	909.64	-20.929	3.9484
1.920	0.611	-0.297841	0.136111	2.861032	-0.205741	0.048970	0.00	99.99	97.00	180.60	2200	910.33	-21.177	3.9514
1.940	0.618	-0.301343	0.136228	2.890339	-0.203891	0.047512	0.00	99.99	97.00	182.49	2200	911.11	-21.426	3.9547
1.960	0.624	-0.304864	0.136358	2.919576	-0.202085	0.046116	0.00	99.99	97.00	184.37	2200	911.98	-21.676	3.9585
1.980	0.630	-0.308405	0.136504	2.948740	-0.200323	0.044780	0.00	99.99	97.00	186.25	2200	912.95	-21.928	3.9628
2.000	0.637	-0.311967	0.136663	2.977829	-0.198604	0.043501	0.00	99.99	97.00	188.13	2200	914.02	-22.181	3.9674
