v/(nD)	v/(ΩR)	Ct	Cp	Cs	Tc	Pc	η	η*	stalled	v	rpm	Power	Thrust	Torque
0.285	0.091	0.014906	0.009417	0.724540	0.467305	1.035897	45.11	90.27	0.00	26.81	2200	62.98	1.060	273.38
0.290	0.092	0.013996	0.009157	0.741397	0.423799	0.956052	44.33	91.03	0.00	27.28	2200	61.24	0.995	265.82
0.295	0.094	0.013102	0.008896	0.758545	0.383378	0.882424	43.45	91.75	0.00	27.75	2200	59.50	0.932	258.26
0.300	0.095	0.012201	0.008630	0.776106	0.345215	0.813912	42.41	92.45	0.00	28.22	2200	57.72	0.868	250.53
0.305	0.097	0.011289	0.008356	0.794147	0.309035	0.749954	41.21	93.14	0.00	28.69	2200	55.89	0.803	242.58
0.310	0.099	0.010356	0.008071	0.812785	0.274420	0.689898	39.78	93.82	0.00	29.16	2200	53.98	0.736	234.31
0.315	0.100	0.009456	0.007792	0.831734	0.242664	0.634804	38.23	94.46	0.00	29.63	2200	52.11	0.672	226.20
0.320	0.102	0.008507	0.007493	0.851577	0.211553	0.582264	36.33	95.10	0.00	30.10	2200	50.11	0.605	217.51
0.325	0.103	0.007581	0.007196	0.871889	0.182768	0.533828	34.24	95.71	0.00	30.57	2200	48.13	0.539	208.91
0.330	0.105	0.006642	0.006891	0.893002	0.155310	0.488322	31.80	96.31	0.00	31.04	2200	46.09	0.472	200.06
0.335	0.107	0.005693	0.006578	0.914997	0.129168	0.445586	28.99	96.89	0.00	31.51	2200	44.00	0.405	190.98
0.340	0.108	0.004749	0.006263	0.937819	0.104619	0.405792	25.78	97.45	0.00	31.98	2200	41.89	0.338	181.83
0.345	0.110	0.003802	0.005942	0.961682	0.081337	0.368485	22.07	98.00	0.00	32.45	2200	39.74	0.270	172.50
0.350	0.111	0.002830	0.005608	0.986977	0.058832	0.333074	17.66	98.53	0.00	32.92	2200	37.51	0.201	162.80
0.355	0.113	0.001855	0.005268	1.013685	0.037490	0.299834	12.50	99.06	0.00	33.39	2200	35.23	0.132	152.93
0.360	0.115	0.000892	0.004927	1.041803	0.017533	0.268917	6.52	99.55	0.00	33.86	2200	32.95	0.063	143.03
0.365	0.116	-0.000087	0.004576	1.072002	-0.001663	0.239634	0.00	99.99	0.00	34.33	2200	30.60	-0.006	132.84
0.370	0.118	-0.001130	0.004354	1.097526	-0.021015	0.218912	0.00	99.99	0.00	34.80	2200	29.12	-0.080	126.41
0.375	0.119	-0.002110	0.003995	1.131711	-0.038205	0.192897	0.00	99.99	0.00	35.27	2200	26.72	-0.150	115.97
0.380	0.121	-0.003092	0.003629	1.169003	-0.054531	0.168434	0.00	99.99	0.00	35.74	2200	24.27	-0.220	105.36
0.385	0.123	-0.004085	0.003256	1.210419	-0.070183	0.145272	0.00	99.99	0.00	36.21	2200	21.77	-0.290	94.51
0.390	0.124	-0.005096	0.002870	1.257486	-0.085326	0.123184	0.00	99.99	1.00	36.69	2200	19.19	-0.362	83.30
0.395	0.126	-0.006096	0.002483	1.310944	-0.099497	0.102615	0.00	99.99	1.00	37.16	2200	16.61	-0.433	72.10
0.400	0.127	-0.007108	0.002088	1.374432	-0.113123	0.083070	0.00	99.99	1.00	37.63	2200	13.96	-0.505	60.61
0.405	0.129	-0.008123	0.001686	1.452425	-0.126111	0.064622	0.00	99.99	1.00	38.10	2200	11.27	-0.578	48.94
0.410	0.131	-0.009155	0.001272	1.555533	-0.138690	0.047002	0.00	99.99	1.00	38.57	2200	8.51	-0.651	36.93
0.415	0.132	-0.010176	0.000858	1.703688	-0.150460	0.030555	0.00	99.99	1.00	39.04	2200	5.74	-0.724	24.90
0.420	0.134	-0.011216	0.000485	1.932040	-0.161906	0.016686	0.00	99.99	1.00	39.51	2200	3.25	-0.797	14.09
0.425	0.135	-0.012272	0.000046	3.131179	-0.173015	0.001528	0.00	99.99	1.00	39.98	2200	0.31	-0.873	1.34
0.430	0.137	-0.013287	-0.000381	2.076209	-0.182986	-0.012205	1.22	57.91	1.00	40.45	2200	-2.55	-0.945	-11.06
