v/(nD)	v/(ΩR)	Ct	Cp	Cs	Tc	Pc	η	η*	stalled	v	rpm	Power	Thrust	Torque
2.200	0.700	0.048614	0.885910	2.253953	0.025577	0.211866	12.07	98.75	80.00	206.94	2200	5.925	3.457	25.72
2.300	0.732	0.052583	0.944630	2.326353	0.025312	0.197705	12.80	98.70	80.00	216.35	2200	6.318	3.739	27.42
2.400	0.764	0.055944	1.005079	2.397570	0.024733	0.185143	13.36	98.67	80.00	225.76	2200	6.722	3.978	29.18
2.500	0.796	0.059153	1.065202	2.468616	0.024101	0.173601	13.88	98.65	77.00	235.16	2200	7.124	4.206	30.92
2.600	0.828	0.061937	1.127064	2.538538	0.023332	0.163293	14.29	98.63	77.00	244.57	2200	7.538	4.404	32.72
2.700	0.859	0.064608	1.188801	2.608206	0.022568	0.153801	14.67	98.61	77.00	253.97	2200	7.951	4.594	34.51
2.800	0.891	0.067029	1.251099	2.677316	0.021771	0.145130	15.00	98.60	77.00	263.38	2200	8.368	4.766	36.32
2.900	0.923	0.069555	1.311265	2.747008	0.021061	0.136910	15.38	98.59	77.00	272.79	2200	8.770	4.945	38.07
3.000	0.955	0.073370	1.363279	2.819709	0.020760	0.128576	16.15	98.54	77.00	282.19	2200	9.118	5.217	39.58
3.100	0.987	0.078975	1.399184	2.898590	0.020927	0.119600	17.50	98.47	73.00	291.60	2200	9.358	5.615	40.62
3.200	1.019	0.084519	1.435128	2.976952	0.021018	0.111527	18.85	98.40	73.00	301.01	2200	9.598	6.009	41.66
3.300	1.050	0.089890	1.472176	3.054372	0.021019	0.104318	20.15	98.33	73.00	310.41	2200	9.846	6.391	42.74
3.400	1.082	0.094885	1.510260	3.130895	0.020902	0.097849	21.36	98.27	73.00	319.82	2200	10.101	6.746	43.84
3.500	1.114	0.099874	1.549366	3.206544	0.020761	0.092022	22.56	98.20	73.00	329.23	2200	10.362	7.101	44.98
3.600	1.146	0.104686	1.589406	3.281373	0.020569	0.086750	23.71	98.15	73.00	338.63	2200	10.630	7.443	46.14
3.700	1.178	0.109321	1.630514	3.355342	0.020335	0.081971	24.81	98.09	73.00	348.04	2200	10.905	7.773	47.33
3.800	1.210	0.113579	1.672701	3.428467	0.020030	0.077626	25.80	98.05	69.00	357.45	2200	11.187	8.076	48.56
3.900	1.241	0.117835	1.715808	3.500829	0.019728	0.073657	26.78	98.00	69.00	366.85	2200	11.476	8.378	49.81
4.000	1.273	0.121915	1.759868	3.572432	0.019403	0.070023	27.71	97.95	69.00	376.26	2200	11.770	8.668	51.09
4.100	1.305	0.126001	1.804667	3.643380	0.019087	0.066678	28.63	97.91	69.00	385.67	2200	12.070	8.959	52.39
4.200	1.337	0.129779	1.850402	3.713608	0.018735	0.063600	29.46	97.87	69.00	395.07	2200	12.376	9.228	53.72
4.300	1.369	0.133220	1.897107	3.783120	0.018347	0.060761	30.20	97.83	69.00	404.48	2200	12.688	9.472	55.07
4.400	1.401	0.136665	1.944613	3.851998	0.017976	0.058132	30.92	97.80	69.00	413.88	2200	13.006	9.717	56.45
4.500	1.432	0.139962	1.992995	3.920227	0.017601	0.055694	31.60	97.77	64.00	423.29	2200	13.329	9.952	57.86
4.600	1.464	0.143115	2.042238	3.987829	0.017223	0.053428	32.24	97.73	64.00	432.70	2200	13.659	10.176	59.29
4.700	1.496	0.146130	2.092351	4.054814	0.016845	0.051319	32.82	97.71	64.00	442.10	2200	13.994	10.390	60.74
4.800	1.528	0.149314	2.143525	4.121122	0.016503	0.049357	33.44	97.67	64.00	451.51	2200	14.336	10.616	62.23
4.900	1.560	0.152113	2.195566	4.186844	0.016133	0.047522	33.95	97.65	64.00	460.92	2200	14.684	10.815	63.74
5.000	1.592	0.154779	2.248445	4.252003	0.015766	0.045805	34.42	97.62	64.00	470.32	2200	15.038	11.005	65.27
5.100	1.623	0.157287	2.302217	4.316591	0.015399	0.044195	34.84	97.60	64.00	479.73	2200	15.398	11.183	66.83
5.200	1.655	0.159704	2.356745	4.380673	0.015040	0.042682	35.24	97.57	64.00	489.14	2200	15.762	11.355	68.42
5.300	1.687	0.161994	2.412096	4.444234	0.014685	0.041258	35.59	97.55	64.00	498.54	2200	16.132	11.518	70.02
5.400	1.719	0.164824	2.467768	4.507470	0.014394	0.039908	36.07	97.52	59.00	507.95	2200	16.505	11.719	71.64
5.500	1.751	0.166991	2.524809	4.570008	0.014057	0.038644	36.38	97.50	59.00	517.36	2200	16.886	11.873	73.30
5.600	1.783	0.169055	2.582653	4.632067	0.013727	0.037449	36.66	97.49	59.00	526.76	2200	17.273	12.020	74.98
5.700	1.814	0.171021	2.641392	4.693624	0.013404	0.036320	36.91	97.47	59.00	536.17	2200	17.666	12.160	76.68
5.800	1.846	0.172896	2.700993	4.754702	0.013088	0.035252	37.13	97.45	59.00	545.58	2200	18.065	12.293	78.41
5.900	1.878	0.174681	2.761491	4.815299	0.012779	0.034240	37.32	97.44	59.00	554.98	2200	18.469	12.420	80.17
6.000	1.910	0.176379	2.822812	4.875452	0.012476	0.033279	37.49	97.42	59.00	564.39	2200	18.879	12.541	81.95
6.100	1.942	0.177997	2.885112	4.935115	0.012181	0.032368	37.63	97.41	59.00	573.79	2200	19.296	12.656	83.76
6.200	1.974	0.180733	2.948642	4.994215	0.011973	0.031506	38.00	97.38	59.00	583.20	2200	19.721	12.850	85.60
6.300	2.005	0.182336	3.013334	5.052788	0.011699	0.030688	38.12	97.36	53.00	592.61	2200	20.154	12.964	87.48
6.400	2.037	0.183861	3.078948	5.110925	0.011431	0.029909	38.22	97.35	53.00	602.01	2200	20.592	13.073	89.38
6.500	2.069	0.185316	3.145463	5.168642	0.011169	0.029167	38.29	97.34	53.00	611.42	2200	21.037	13.176	91.31
6.600	2.101	0.186696	3.212986	5.225913	0.010914	0.028459	38.35	97.33	53.00	620.83	2200	21.489	13.274	93.27
6.700	2.133	0.189375	3.280265	5.283151	0.010743	0.027773	38.68	97.30	44.00	630.23	2200	21.939	13.465	95.23
6.800	2.165	0.192743	3.350446	5.339350	0.010615	0.027134	39.12	97.26	35.00	639.64	2200	22.408	13.704	97.27
6.900	2.196	0.200264	3.423112	5.394670	0.010711	0.026535	40.37	97.16	20.00	649.05	2200	22.894	14.239	99.37
7.000	2.228	0.204787	3.500166	5.448542	0.010643	0.025986	40.96	97.10	12.00	658.45	2200	23.410	14.561	101.61
7.100	2.260	0.207545	3.579946	5.501524	0.010484	0.025471	41.16	97.07	6.00	667.86	2200	23.943	14.757	103.93
7.200	2.292	0.214332	3.659497	5.554541	0.010528	0.024967	42.17	96.98	0.00	677.27	2200	24.475	15.239	106.24
7.300	2.324	0.217344	3.742079	5.606609	0.010386	0.024495	42.40	96.95	0.00	686.67	2200	25.028	15.453	108.63
7.400	2.355	0.220233	3.824793	5.658615	0.010241	0.024035	42.61	96.91	0.00	696.08	2200	25.581	15.659	111.04
7.500	2.387	0.222992	3.907526	5.710589	0.010095	0.023586	42.80	96.88	0.00	705.48	2200	26.134	15.855	113.44
7.600	2.419	0.225642	3.990410	5.762489	0.009948	0.023148	42.98	96.85	0.00	714.89	2200	26.688	16.043	115.84
7.700	2.451	0.228177	4.073486	5.814300	0.009800	0.022721	43.13	96.82	0.00	724.30	2200	27.244	16.224	118.26
7.800	2.483	0.230612	4.156601	5.866066	0.009652	0.022305	43.28	96.79	0.00	733.70	2200	27.800	16.397	120.67
7.900	2.515	0.232936	4.240012	5.917710	0.009504	0.021899	43.40	96.77	0.00	743.11	2200	28.358	16.562	123.09
8.000	2.546	0.235175	4.323386	5.969324	0.009357	0.021503	43.52	96.74	0.00	752.52	2200	28.915	16.721	125.51
8.100	2.578	0.237319	4.406907	6.020856	0.009211	0.021116	43.62	96.72	0.00	761.92	2200	29.474	16.874	127.93
8.200	2.610	0.239372	4.490727	6.072262	0.009065	0.020740	43.71	96.69	0.00	771.33	2200	30.035	17.020	130.37
8.300	2.642	0.241327	4.574377	6.123669	0.008920	0.020372	43.79	96.67	0.00	780.74	2200	30.594	17.159	132.80
8.400	2.674	0.243177	4.657643	6.175129	0.008776	0.020011	43.86	96.65	0.00	790.14	2200	31.151	17.290	135.21
8.500	2.706	0.244965	4.741031	6.226505	0.008634	0.019659	43.92	96.63	0.00	799.55	2200	31.709	17.417	137.63
8.600	2.737	0.246686	4.824585	6.277785	0.008494	0.019315	43.97	96.61	0.00	808.96	2200	32.268	17.540	140.06
8.700	2.769	0.248346	4.908431	6.328936	0.008355	0.018981	44.02	96.59	0.00	818.36	2200	32.828	17.658	142.49
8.800	2.801	0.249944	4.992566	6.379959	0.008219	0.018656	44.06	96.58	0.00	827.77	2200	33.391	17.771	144.94
