# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
9
BLANK_GEOMS,2
# Name, xLoc, yLoc, zLoc, Mass, GeomID
PropellerWeight,-18.528805,0.000000,0.779014,135.000000,ABQPEAUUHI
EngineWeight,-13.028805,0.000000,0.629014,289.000000,AREVMRZCAD
# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,Fuselage,0,TPMBBMLWPQ,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, -1.788043478260869534e+01, 0.000000000000000000e+00, 7.608695652173906865e-01, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,34,17
# x,y,z,u,w
-1.635807737510633331e+01, 4.353625464507012710e-01, -2.795848635569001539e-01, 2.200000000000000178e+00, 7.500000000000000000e-01
-1.635809322513370745e+01, 2.664535259100379604e-18, -3.688307924178372277e-01, 2.200000000000000178e+00, 1.000000000000000000e+00
-1.635807737510633331e+01, -4.353625464507013820e-01, -2.795848635569001539e-01, 2.200000000000000178e+00, 1.250000000000000000e+00
-1.635796677868687254e+01, -7.899065706797283593e-01, -3.815875756320292328e-02, 2.200000000000000178e+00, 1.500000000000000000e+00
-1.635772997166868237e+01, -1.026956529372837768e+00, 3.167642125457836855e-01, 2.200000000000000178e+00, 1.750000000000000000e+00
-1.635758791104258592e+01, -1.113191471748071537e+00, 7.496375652173906667e-01, 2.200000000000000178e+00, 2.000000000000000000e+00
-1.635772997166868237e+01, -1.026956529372837768e+00, 1.182510917888997870e+00, 2.200000000000000178e+00, 2.250000000000000000e+00
-1.635796677868687254e+01, -7.899065706797282482e-01, 1.537433887997984083e+00, 2.200000000000000178e+00, 2.500000000000000000e+00
-1.635807737510633331e+01, -4.353625464507013820e-01, 1.778859993991681598e+00, 2.200000000000000178e+00, 2.750000000000000000e+00
-1.635809322513370745e+01, -1.784856154421305165e-18, 1.868105922852618672e+00, 2.200000000000000178e+00, 3.000000000000000000e+00
-1.635807737510633331e+01, 4.353625464507012710e-01, 1.778859993991681598e+00, 2.200000000000000178e+00, 3.250000000000000000e+00
-1.635796677868687254e+01, 7.899065706797282482e-01, 1.537433887997984083e+00, 2.200000000000000178e+00, 3.500000000000000000e+00
-1.635772997166868237e+01, 1.026956529372837768e+00, 1.182510917888997870e+00, 2.200000000000000178e+00, 3.750000000000000000e+00
-1.635758791104258592e+01, 1.113191471748071537e+00, 7.496375652173906667e-01, 2.200000000000000178e+00, 4.000000000000000000e+00
-1.491182427661843235e+01, 1.365344293321535396e+00, 7.228535652173907478e-01, 2.399999999999999911e+00, 0.000000000000000000e+00
-1.491225045849673236e+01, 1.261861659558412896e+00, 1.927127437382969988e-01, 2.399999999999999911e+00, 2.500000000000000000e-01
-1.491296087955129224e+01, 9.739995168603117204e-01, -2.440035741381577639e-01, 2.399999999999999911e+00, 5.000000000000000000e-01
-1.491329266880967452e+01, 5.380550960882857225e-01, -5.447480229454074729e-01, 2.399999999999999911e+00, 7.500000000000000000e-01
-1.491334021889180406e+01, 7.160938508832258342e-18, -6.571733371222403530e-01, 2.399999999999999911e+00, 1.000000000000000000e+00
-1.491329266880967452e+01, -5.380550960882857225e-01, -5.447480229454074729e-01, 2.399999999999999911e+00, 1.250000000000000000e+00
-1.491296087955129224e+01, -9.739995168603117204e-01, -2.440035741381577639e-01, 2.399999999999999911e+00, 1.500000000000000000e+00
-1.491225045849673236e+01, -1.261861659558412896e+00, 1.927127437382969988e-01, 2.399999999999999911e+00, 1.750000000000000000e+00
-1.491182427661842880e+01, -1.365344293321535396e+00, 7.228535652173907478e-01, 2.399999999999999911e+00, 2.000000000000000000e+00
-1.491225045849673236e+01, -1.261861659558412896e+00, 1.252994386696484330e+00, 2.399999999999999911e+00, 2.250000000000000000e+00
-1.491296087955129224e+01, -9.739995168603117204e-01, 1.689710704572938926e+00, 2.399999999999999911e+00, 2.500000000000000000e+00
-1.491329266880967452e+01, -5.380550960882857225e-01, 1.990455153380188857e+00, 2.399999999999999911e+00, 2.750000000000000000e+00
-1.491334021889180406e+01, -2.677284231631955821e-18, 2.102880467557021404e+00, 2.399999999999999911e+00, 3.000000000000000000e+00
-1.491329266880967452e+01, 5.380550960882857225e-01, 1.990455153380188857e+00, 2.399999999999999911e+00, 3.250000000000000000e+00
-1.491296087955129224e+01, 9.739995168603117204e-01, 1.689710704572938926e+00, 2.399999999999999911e+00, 3.500000000000000000e+00
-1.491225045849673236e+01, 1.261861659558412896e+00, 1.252994386696484330e+00, 2.399999999999999911e+00, 3.750000000000000000e+00
-1.491182427661843235e+01, 1.365344293321535396e+00, 7.228535652173907478e-01, 2.399999999999999911e+00, 4.000000000000000000e+00
-1.318207720485813716e+01, 1.668771500629398385e+00, 6.908855652173906403e-01, 2.600000000000000089e+00, 0.000000000000000000e+00
-1.318271647767559074e+01, 1.543357594500740948e+00, 4.451501493690261657e-02, 2.600000000000000089e+00, 2.500000000000000000e-01
-1.318378210925742877e+01, 1.192883983401395565e+00, -4.888499505047815274e-01, 2.600000000000000089e+00, 5.000000000000000000e-01
-1.318427979314500575e+01, 6.595820420100027004e-01, -8.579086133900069022e-01, 2.600000000000000089e+00, 7.500000000000000000e-01
-1.318435111826819650e+01, 1.032507412901395883e-17, -9.964657030090302570e-01, 2.600000000000000089e+00, 1.000000000000000000e+00
-1.318427979314500575e+01, -6.595820420100028114e-01, -8.579086133900069022e-01, 2.600000000000000089e+00, 1.250000000000000000e+00
-1.318378210925742877e+01, -1.192883983401395565e+00, -4.888499505047815274e-01, 2.600000000000000089e+00, 1.500000000000000000e+00
-1.318271647767559074e+01, -1.543357594500740948e+00, 4.451501493690263739e-02, 2.600000000000000089e+00, 1.750000000000000000e+00
-1.318207720485813539e+01, -1.668771500629398385e+00, 6.908855652173906403e-01, 2.600000000000000089e+00, 2.000000000000000000e+00
-1.318271647767559074e+01, -1.543357594500740948e+00, 1.337256115497878817e+00, 2.600000000000000089e+00, 2.250000000000000000e+00
-1.318378210925742877e+01, -1.192883983401395565e+00, 1.870621080939562919e+00, 2.600000000000000089e+00, 2.500000000000000000e+00
-1.318427979314500575e+01, -6.595820420100028114e-01, 2.239679743824788183e+00, 2.600000000000000089e+00, 2.750000000000000000e+00
-1.318435111826819650e+01, -2.677284231631956207e-18, 2.378236833443811094e+00, 2.600000000000000089e+00, 3.000000000000000000e+00
-1.318427979314500575e+01, 6.595820420100027004e-01, 2.239679743824788183e+00, 2.600000000000000089e+00, 3.250000000000000000e+00
-1.318378210925742877e+01, 1.192883983401395565e+00, 1.870621080939562919e+00, 2.600000000000000089e+00, 3.500000000000000000e+00
-1.318271647767559074e+01, 1.543357594500740948e+00, 1.337256115497878817e+00, 2.600000000000000089e+00, 3.750000000000000000e+00
-1.318207720485813716e+01, 1.668771500629398385e+00, 6.908855652173906403e-01, 2.600000000000000089e+00, 4.000000000000000000e+00
-1.163430704831064766e+01, 1.935786129580663317e+00, 6.641015652173907213e-01, 2.799999999999999822e+00, 0.000000000000000000e+00
-1.163487529081505123e+01, 1.788723487824434688e+00, -8.293996675822659648e-02, 2.799999999999999822e+00, 2.500000000000000000e-01
-1.163582251888779773e+01, 1.380196980977556498e+00, -6.979148184753135586e-01, 2.799999999999999822e+00, 5.000000000000000000e-01
-1.163626490456564611e+01, 7.623586263549017028e-01, -1.120992285013172385e+00, 2.799999999999999822e+00, 7.500000000000000000e-01
-1.163632830467514623e+01, 8.992806499463772883e-18, -1.279015524191416064e+00, 2.799999999999999822e+00, 1.000000000000000000e+00
-1.163626490456564611e+01, -7.623586263549015918e-01, -1.120992285013172385e+00, 2.799999999999999822e+00, 1.250000000000000000e+00
-1.163582251888779773e+01, -1.380196980977556498e+00, -6.979148184753135586e-01, 2.799999999999999822e+00, 1.500000000000000000e+00
-1.163487529081505123e+01, -1.788723487824434688e+00, -8.293996675822656872e-02, 2.799999999999999822e+00, 1.750000000000000000e+00
-1.163430704831064766e+01, -1.935786129580663317e+00, 6.641015652173907213e-01, 2.799999999999999822e+00, 2.000000000000000000e+00
-1.163487529081505123e+01, -1.788723487824434688e+00, 1.411143097193007900e+00, 2.799999999999999822e+00, 2.250000000000000000e+00
-1.163582251888779773e+01, -1.380196980977556498e+00, 2.026117948910095112e+00, 2.799999999999999822e+00, 2.500000000000000000e+00
-1.163626490456564611e+01, -7.623586263549015918e-01, 2.449195415447953827e+00, 2.799999999999999822e+00, 2.750000000000000000e+00
-1.163632830467514623e+01, -1.784856154421305550e-18, 2.607218654626197729e+00, 2.799999999999999822e+00, 3.000000000000000000e+00
-1.163626490456564611e+01, 7.623586263549017028e-01, 2.449195415447953827e+00, 2.799999999999999822e+00, 3.250000000000000000e+00
-1.163582251888779773e+01, 1.380196980977556498e+00, 2.026117948910095112e+00, 2.799999999999999822e+00, 3.500000000000000000e+00
-1.163487529081505123e+01, 1.788723487824434688e+00, 1.411143097193007900e+00, 2.799999999999999822e+00, 3.750000000000000000e+00
-1.163430704831064766e+01, 1.935786129580663317e+00, 6.641015652173907213e-01, 2.799999999999999822e+00, 4.000000000000000000e+00
-1.073447415952489692e+01, 2.078701216084337222e+00, 6.528695652173907016e-01, 3.000000000000000000e+00, 0.000000000000000000e+00
-1.073447415952489692e+01, 1.915238493154111099e+00, -1.447631942469188582e-01, 3.000000000000000000e+00, 2.500000000000000000e-01
-1.073447415952489692e+01, 1.469575520263372681e+00, -7.964151098619955960e-01, 3.000000000000000000e+00, 5.000000000000000000e-01
-1.073447415952489692e+01, 8.088000912620323390e-01, -1.235924687937379085e+00, 3.000000000000000000e+00, 7.500000000000000000e-01
-1.073447415952489692e+01, 0.000000000000000000e+00, -1.397130434782609232e+00, 3.000000000000000000e+00, 1.000000000000000000e+00
-1.073447415952489692e+01, -8.088000912620322280e-01, -1.235924687937379085e+00, 3.000000000000000000e+00, 1.250000000000000000e+00
-1.073447415952489692e+01, -1.469575520263372681e+00, -7.964151098619955960e-01, 3.000000000000000000e+00, 1.500000000000000000e+00
-1.073447415952489692e+01, -1.915238493154111099e+00, -1.447631942469188582e-01, 3.000000000000000000e+00, 1.750000000000000000e+00
-1.073447415952489692e+01, -2.078701216084337222e+00, 6.528695652173907016e-01, 3.000000000000000000e+00, 2.000000000000000000e+00
-1.073447415952489692e+01, -1.915238493154111099e+00, 1.450502324681700150e+00, 3.000000000000000000e+00, 2.250000000000000000e+00
-1.073447415952489692e+01, -1.469575520263372681e+00, 2.102154240296776777e+00, 3.000000000000000000e+00, 2.500000000000000000e+00
-1.073447415952489692e+01, -8.088000912620322280e-01, 2.541663818372160488e+00, 3.000000000000000000e+00, 2.750000000000000000e+00
-1.073447415952489692e+01, 0.000000000000000000e+00, 2.702869565217390413e+00, 3.000000000000000000e+00, 3.000000000000000000e+00
-1.073447415952489692e+01, 8.088000912620323390e-01, 2.541663818372160488e+00, 3.000000000000000000e+00, 3.250000000000000000e+00
-1.073447415952489692e+01, 1.469575520263372681e+00, 2.102154240296776777e+00, 3.000000000000000000e+00, 3.500000000000000000e+00
-1.073447415952489692e+01, 1.915238493154111099e+00, 1.450502324681700150e+00, 3.000000000000000000e+00, 3.750000000000000000e+00
-1.073447415952489692e+01, 2.078701216084337222e+00, 6.528695652173907016e-01, 3.000000000000000000e+00, 4.000000000000000000e+00
-9.457142181081385601e+00, 2.303529891209339375e+00, 6.528695652173907016e-01, 3.500000000000000000e+00, 0.000000000000000000e+00
-9.457177939090001928e+00, 2.123854555569927083e+00, -1.850914156485791995e-01, 3.500000000000000000e+00, 2.500000000000000000e-01
-9.457237503193304917e+00, 1.631838027395102309e+00, -8.710000041128601600e-01, 3.500000000000000000e+00, 5.000000000000000000e-01
-9.457265228103834076e+00, 8.988897415625205500e-01, -1.335966821423782092e+00, 3.500000000000000000e+00, 7.500000000000000000e-01
-9.457269146919683678e+00, -3.469446951953614189e-18, -1.507316245593420145e+00, 3.500000000000000000e+00, 1.000000000000000000e+00
-9.457265228103834076e+00, -8.988897415625203280e-01, -1.335966821423782092e+00, 3.500000000000000000e+00, 1.250000000000000000e+00
-9.457237503193304917e+00, -1.631838027395101864e+00, -8.710000041128601600e-01, 3.500000000000000000e+00, 1.500000000000000000e+00
-9.457177939090001928e+00, -2.123854555569926639e+00, -1.850914156485791995e-01, 3.500000000000000000e+00, 1.750000000000000000e+00
-9.457142181081385601e+00, -2.303529891209339375e+00, 6.528695652173907016e-01, 3.500000000000000000e+00, 2.000000000000000000e+00
-9.457177939090001928e+00, -2.123854555569926639e+00, 1.490830546083360630e+00, 3.500000000000000000e+00, 2.250000000000000000e+00
-9.457237503193304917e+00, -1.631838027395101864e+00, 2.176739134547641896e+00, 3.500000000000000000e+00, 2.500000000000000000e+00
-9.457265228103834076e+00, -8.988897415625203280e-01, 2.641705951858563051e+00, 3.500000000000000000e+00, 2.750000000000000000e+00
-9.457269146919683678e+00, 2.324031451069407205e-18, 2.813055376028200882e+00, 3.500000000000000000e+00, 3.000000000000000000e+00
-9.457265228103834076e+00, 8.988897415625205500e-01, 2.641705951858563051e+00, 3.500000000000000000e+00, 3.250000000000000000e+00
-9.457237503193304917e+00, 1.631838027395102309e+00, 2.176739134547641896e+00, 3.500000000000000000e+00, 3.500000000000000000e+00
-9.457177939090003704e+00, 2.123854555569927527e+00, 1.490830546083360630e+00, 3.500000000000000000e+00, 3.750000000000000000e+00
-9.457142181081385601e+00, 2.303529891209339375e+00, 6.528695652173907016e-01, 3.500000000000000000e+00, 4.000000000000000000e+00
-8.643531412127421376e+00, 2.419363030350101695e+00, 6.528695652173907016e-01, 4.000000000000000000e+00, 0.000000000000000000e+00
-8.643531412127421376e+00, 2.229111701473357243e+00, -2.071226176302196631e-01, 4.000000000000000000e+00, 2.500000000000000000e-01
-8.643531412127421376e+00, 1.710412567482940460e+00, -9.097210838003051414e-01, 4.000000000000000000e+00, 5.000000000000000000e-01
-8.643531412127421376e+00, 9.413479073385786489e-01, -1.383591793029110173e+00, 4.000000000000000000e+00, 7.500000000000000000e-01
-8.643531412127421376e+00, 0.000000000000000000e+00, -1.557400705052879530e+00, 4.000000000000000000e+00, 1.000000000000000000e+00
-8.643531412127421376e+00, -9.413479073385784268e-01, -1.383591793029110173e+00, 4.000000000000000000e+00, 1.250000000000000000e+00
-8.643531412127421376e+00, -1.710412567482939794e+00, -9.097210838003051414e-01, 4.000000000000000000e+00, 1.500000000000000000e+00
-8.643531412127421376e+00, -2.229111701473356799e+00, -2.071226176302196631e-01, 4.000000000000000000e+00, 1.750000000000000000e+00
-8.643531412127421376e+00, -2.419363030350101695e+00, 6.528695652173907016e-01, 4.000000000000000000e+00, 2.000000000000000000e+00
-8.643531412127421376e+00, -2.229111701473356799e+00, 1.512861748065001066e+00, 4.000000000000000000e+00, 2.250000000000000000e+00
-8.643531412127421376e+00, -1.710412567482939794e+00, 2.215460214235086323e+00, 4.000000000000000000e+00, 2.500000000000000000e+00
-8.643531412127421376e+00, -9.413479073385784268e-01, 2.689330923463891132e+00, 4.000000000000000000e+00, 2.750000000000000000e+00
-8.643531412127421376e+00, 0.000000000000000000e+00, 2.863139835487660712e+00, 4.000000000000000000e+00, 3.000000000000000000e+00
-8.643531412127421376e+00, 9.413479073385786489e-01, 2.689330923463891132e+00, 4.000000000000000000e+00, 3.250000000000000000e+00
-8.643531412127421376e+00, 1.710412567482940460e+00, 2.215460214235086323e+00, 4.000000000000000000e+00, 3.500000000000000000e+00
-8.643531412127421376e+00, 2.229111701473357243e+00, 1.512861748065001066e+00, 4.000000000000000000e+00, 3.750000000000000000e+00
-8.643531412127421376e+00, 2.419363030350101695e+00, 6.528695652173907016e-01, 4.000000000000000000e+00, 4.000000000000000000e+00
-7.664439173266700323e+00, 2.500000000000000000e+00, 1.120869565217390562e+00, 5.000000000000000000e+00, 0.000000000000000000e+00
-7.664439173266700323e+00, 2.303407625798500113e+00, 8.978331517816121043e-02, 5.000000000000000000e+00, 2.500000000000000000e-01
-7.664439173266700323e+00, 1.767420335462666081e+00, -7.525959903730354839e-01, 5.000000000000000000e+00, 5.000000000000000000e-01
-7.664439173266700323e+00, 9.727228773954995633e-01, -1.320742518129019327e+00, 5.000000000000000000e+00, 7.500000000000000000e-01
-7.664439173266700323e+00, 0.000000000000000000e+00, -1.529130434782609349e+00, 5.000000000000000000e+00, 1.000000000000000000e+00
-7.664439173266700323e+00, -9.727228773954996743e-01, -1.320742518129019327e+00, 5.000000000000000000e+00, 1.250000000000000000e+00
-7.664439173266700323e+00, -1.767420335462666303e+00, -7.525959903730354839e-01, 5.000000000000000000e+00, 1.500000000000000000e+00
-7.664439173266700323e+00, -2.303407625798500113e+00, 8.978331517816121043e-02, 5.000000000000000000e+00, 1.750000000000000000e+00
-7.664439173266700323e+00, -2.500000000000000000e+00, 1.120869565217390562e+00, 5.000000000000000000e+00, 2.000000000000000000e+00
-7.664439173266700323e+00, -2.303407625798500113e+00, 2.151955815256620053e+00, 5.000000000000000000e+00, 2.250000000000000000e+00
-7.664439173266700323e+00, -1.767420335462666303e+00, 2.994335120807816608e+00, 5.000000000000000000e+00, 2.500000000000000000e+00
-7.664439173266700323e+00, -9.727228773954996743e-01, 3.562481648563800452e+00, 5.000000000000000000e+00, 2.750000000000000000e+00
-7.664439173266700323e+00, 0.000000000000000000e+00, 3.770869565217390473e+00, 5.000000000000000000e+00, 3.000000000000000000e+00
-7.664439173266700323e+00, 9.727228773954995633e-01, 3.562481648563800452e+00, 5.000000000000000000e+00, 3.250000000000000000e+00
-7.664439173266700323e+00, 1.767420335462666081e+00, 2.994335120807816608e+00, 5.000000000000000000e+00, 3.500000000000000000e+00
-7.664439173266700323e+00, 2.303407625798500113e+00, 2.151955815256620053e+00, 5.000000000000000000e+00, 3.750000000000000000e+00
-7.664439173266700323e+00, 2.500000000000000000e+00, 1.120869565217390562e+00, 5.000000000000000000e+00, 4.000000000000000000e+00
-6.293299647473560299e+00, 2.600000000000000089e+00, 1.300869565217390722e+00, 6.000000000000000000e+00, 0.000000000000000000e+00
-6.293299647473560299e+00, 2.395543930830439816e+00, 2.016927137604760389e-01, 6.000000000000000000e+00, 2.500000000000000000e-01
-6.293299647473560299e+00, 1.838117148881172280e+00, -6.963154138554223938e-01, 6.000000000000000000e+00, 5.000000000000000000e-01
-6.293299647473560299e+00, 1.011631792491319182e+00, -1.301981051934914202e+00, 6.000000000000000000e+00, 7.500000000000000000e-01
-6.293299647473560299e+00, 0.000000000000000000e+00, -1.524130434782609456e+00, 6.000000000000000000e+00, 1.000000000000000000e+00
-6.293299647473560299e+00, -1.011631792491319626e+00, -1.301981051934914202e+00, 6.000000000000000000e+00, 1.250000000000000000e+00
-6.293299647473560299e+00, -1.838117148881173168e+00, -6.963154138554223938e-01, 6.000000000000000000e+00, 1.500000000000000000e+00
-6.293299647473560299e+00, -2.395543930830440260e+00, 2.016927137604760389e-01, 6.000000000000000000e+00, 1.750000000000000000e+00
-6.293299647473560299e+00, -2.600000000000000089e+00, 1.300869565217390722e+00, 6.000000000000000000e+00, 2.000000000000000000e+00
-6.293299647473560299e+00, -2.395543930830440260e+00, 2.400046416674305405e+00, 6.000000000000000000e+00, 2.250000000000000000e+00
-6.293299647473560299e+00, -1.838117148881173168e+00, 3.298054544290203616e+00, 6.000000000000000000e+00, 2.500000000000000000e+00
-6.293299647473560299e+00, -1.011631792491319626e+00, 3.903720182369696090e+00, 6.000000000000000000e+00, 2.750000000000000000e+00
-6.293299647473560299e+00, 0.000000000000000000e+00, 4.125869565217390900e+00, 6.000000000000000000e+00, 3.000000000000000000e+00
-6.293299647473560299e+00, 1.011631792491319182e+00, 3.903720182369696090e+00, 6.000000000000000000e+00, 3.250000000000000000e+00
-6.293299647473560299e+00, 1.838117148881172280e+00, 3.298054544290203616e+00, 6.000000000000000000e+00, 3.500000000000000000e+00
-6.293299647473560299e+00, 2.395543930830439816e+00, 2.400046416674305405e+00, 6.000000000000000000e+00, 3.750000000000000000e+00
-6.293299647473560299e+00, 2.600000000000000089e+00, 1.300869565217390722e+00, 6.000000000000000000e+00, 4.000000000000000000e+00
-5.271191318765754197e+00, 2.620067408051417246e+00, 1.276119565217390672e+00, 6.500000000000000000e+00, 0.000000000000000000e+00
-5.271191318765752420e+00, 2.414033299124697329e+00, 1.635677741962878184e-01, 6.500000000000000000e+00, 2.500000000000000000e-01
-5.271191318765751532e+00, 1.852304166909213512e+00, -7.453674434680341854e-01, 6.500000000000000000e+00, 5.000000000000000000e-01
